problem_name,count
What property refers to the ability of a material to be shaped or bent without breaking?,27
What system are white blood cells a part of?,27
Where in the skeletal system are blood cells produced?,27
Which describes how conduction transfers heat?,27
Which elements are found on the 'staircase' of the periodic table?,27
Which example illustrates temperature equilibrium?,27
Which form of thermal energy transfer can occur in the vacuum of space?,27
Which of the following is an involuntary muscle?,27
Which of the following muscles are voluntary?,27
Which organ is involved in both mechanical and chemical digestion?,27
Which phase is part of transforming metamorphic rocks into sedimentary rocks?,27
Which system does the nervous system regulate to control breathing?,27
Which two subatomic particles have similar masses?,27
Which type of reproduction requires more time and energy?,27
Which type of thermal energy transfer involves the movement of heat through electromagnetic waves?,27
Why is dissolving sugar in water considered a physical change?,27
Why is freezing water into ice classified as a physical change?,27
Why is genetic variability from sexual reproduction significant?,27
Wind energy contributes to greenhouse gas emissions.,27
A change in color is a reliable indicator of a chemical reaction.,26
An element is a _____ substance that cannot be broken down into simpler substances.,26
An object will always remain stationary when subjected to unbalanced forces.,26
An unexpected change in color of a substance is typically a sign of a chemical reaction.,26
"As a roller coaster descends, its potential energy _____ while kinetic energy increases.",26
Asexual reproduction is efficient in _____ environments.,26
"At the top of a roller coaster, speed is at its _____ .",26
Atoms with incomplete outer shells are more reactive because they seek to _____ their valence shell to achieve stability.,26
Atoms with incomplete outer shells tend to be more reactive because they seek to achieve a stable electron configuration.,26
Average speed calculation requires total _____ and total time.,26
"Because metals are _____, they can be hammered into sheets.",26
"Blood cells are produced in the bone marrow, a component of the skeletal system.",26
Bones in the skeletal system protect internal organs by providing a hard shield.,26
Burning wood results in a _____ change because new substances are formed.,26
Changes in units of time or distance require an _____ in the speed calculation.,26
Compaction and cementation play essential roles in the formation of sedimentary rocks from sediments.,26
Conduction is the primary method of heat transfer through the vacuum of space.,26
Convection is the transfer of heat through the movement of fluids like air and water.,26
Convection is utilized in artificial heating and cooling systems to transfer heat.,26
Describe the genetic relationship between a parent and offspring in asexual reproduction.,26
Digestion and absorption are the two primary processes of breathing.,26
Digestion begins in the _____ with the mechanical breakdown of food.,26
Digestion begins in the _____.,26
Do elements in the same period have the same number of electron shells?,26
Does conduction require objects to move?,26
Elevation decreases at convergent continental to continental plate boundaries.,26
Energy is conserved throughout a roller coaster ride.,26
Explain the Law of Conservation of Mass in terms of reactants and products.,26
Heating water on a stove is an example of convection.,26
How are offspring from asexual reproduction genetically related to their parent?,26
How are transform boundaries characterized in terms of plate movement?,26
How can genetic variation occur in asexual reproduction?,26
How do tectonic plate movements cause natural disasters?,26
How do the skeletal and nervous systems collaborate?,26
How do you find the number of neutrons in an atom?,26
How does food get from the mouth to the stomach?,26
How does radiation transfer heat?,26
How does the skeletal system enable movement?,26
How does the sun's energy reach and warm the Earth?,26
How has Pangea influenced Earth?,26
How many valence electrons does an element in group 1 have?,26
"In a chemical equation, the yield sign separates _____ from products.",26
"In sexual reproduction, offspring receive genetic material from _____ parents.",26
Lower frequency sound waves produce higher pitches.,26
Magma originates from the melting of _____ and sedimentary rocks.,26
Metalloids are located along the _____ on the periodic table.,26
"Metalloids can have a _____ appearance, similar to metals.",26
Metamorphic rocks become igneous rocks through _____ and cooling.,26
Metamorphic rocks can form from sedimentary rocks when subjected to high heat and pressure.,26
Muscles in the _____ system are examples of involuntary muscles.,26
Nerves transmit information solely through sound waves.,26
Nutrients are primarily absorbed in the _____ intestine.,26
Offspring from asexual reproduction are _____ identical to the parent.,26
Offspring from asexual reproduction show genetic diversity compared to the parent.,26
Oil is an efficient energy source due to its high _____ density.,26
Only arteries are considered as part of the cardiovascular system.,26
Oxygen supports cellular respiration by aiding in _____ production.,26
Radiation transfers heat through _____ waves.,26
Reactivity _____ across a period from left to right due to the increasing number of valence electrons.,26
Sedimentary rocks can transform into igneous rocks after melting and solidification.,26
Sexual reproduction involves genetic material from two parents.,26
Shredding paper changes its chemical composition.,26
Skeletal muscles are primarily involuntary muscles.,26
Subduction at convergent oceanic to oceanic plate boundaries can lead to the formation of _____ and deep-sea trenches.,26
The Excretory system maintains homeostasis by regulating _____ and salt balance.,26
The breakup of Pangea led to the formation of the _____ as we know them today.,26
The exchange of gases in the lungs occurs in the _____.,26
The heart is considered a voluntary muscle that we can control.,26
The kidneys are primarily responsible for storing urine.,26
The mass of an element is indicated by the _____ value in the element box.,26
"The nasal cavity warms, moistens, and _____ the air as the first part of the respiratory system.",26
The net force on an object is non-zero when the forces acting on it are balanced.,26
"To calculate net force, add forces acting in the same direction and _____ those in the opposite.",26
Transform boundaries are primarily characterized by vertical plate movement.,26
Using consistent _____ ensures accurate average speed calculations.,26
Valence electrons determine an atom's reactivity by influencing how it ______ with other atoms.,26
What can white blood cells recognize and target?,26
"What do the terms shell, orbital, electron cloud, and energy level collectively refer to?",26
What does equilibrium indicate about temperature?,26
What does gas formation during a reaction indicate?,26
What does the Law of Conservation of Mass state about mass in chemical reactions?,26
What does the absorption of energy during a reaction indicate?,26
What does the cardiovascular system circulate throughout the body?,26
What does the formation of bubbles in a reaction mixture indicate?,26
What does the release of gas bubbles signify?,26
What does the release or absorption of energy during a reaction indicate?,26
What does the rock cycle demonstrate?,26
What does the subscript outside parentheses in a chemical formula indicate?,26
What does the transformation to sedimentary rocks show about the rock cycle?,26
What forms igneous rocks?,26
What happens to the mass of reactants compared to the products in a chemical reaction?,26
What has Pangea's breakup influenced in terms of Earth's environment?,26
What information do you need to calculate average speed?,26
What is a key advantage of asexual reproduction regarding population growth?,26
What is a major advantage of using wind energy?,26
What is necessary when the units for distance or time change in speed calculations?,26
What is required for conduction to occur between two objects?,26
What is the formula for speed?,26
What is the function of the bronchi in the respiratory system?,26
What is the main function of the cardiovascular system?,26
What is the origin of igneous rocks?,26
What is the origin of magma?,26
What is the primary function of blood vessels in the cardiovascular system?,26
What is the primary function of the large intestine?,26
What is the primary function of the respiratory system?,26
What must a balanced chemical equation have for each atom type?,26
What must be done when units of time or distance change in speed calculations?,26
What risk does unsustainable biomass usage pose?,26
What role do enzymes play in digestion?,26
What theory was proposed to explain the concept of Pangea?,26
What type of muscle comprises the heart?,26
Where are metalloids found on the periodic table?,26
Where is potential energy the highest on a roller coaster?,26
Which function of the skeletal system is critical for maintaining body integrity after an injury?,26
Which material would conduct heat the fastest?,26
Which organ is essential for the respiratory system?,26
Which organ is involved in both types of digestion?,26
Which property describes the shiny appearance of metals?,26
Which reproduction method is more energy and time-intensive?,26
Which subatomic particles have similar masses?,26
Which type of joint allows for bending and straightening movements?,26
Which type of joints allow for rotation around a single axis?,26
Which type of rock is most likely to contain fossils?,26
Why do volcanic island arcs form?,26
Why is a change in color significant in chemical reactions?,26
Why is solar energy environmentally beneficial?,26
Wind energy contributes to significant greenhouse gas emissions.,26
Wind energy's production can be _____ due to changing wind speeds.,26
_____ eruptions are a result of tectonic plate movements.,26
_____ in the mouth starts the chemical digestion of carbohydrates.,26
_____ is a material's ability to transmit heat or electricity.,26
"_____ is not considered a metal, despite its position on the periodic table.",26
A color change often suggests that a chemical reaction may have occurred.,25
A cup of coffee _____ down is an example of temperature equilibrium.,25
A molecule without a coefficient is assumed to have a coefficient of _____.,25
Alveoli are tiny sacs within the lungs where the exchange of _____ and carbon dioxide occurs.,25
"As the roller coaster descends, potential energy _____.",25
Asexual reproduction requires only one parent.,25
"At the lowest point of a roller coaster, the potential energy is at its maximum while the kinetic energy is at its minimum.",25
Balancing chemical equations is unrelated to the Law of Conservation of Mass.,25
Biomass conversion to energy is more efficient than most other energy sources.,25
Carbon dioxide contains carbon and _____.,25
Chemical changes involve the alteration of a substance's chemical structure.,25
Coefficients in chemical formulas are only relevant for balancing equations and do not affect atom counts.,25
Conductivity refers to a material's ability to transmit heat or electricity.,25
Convection transfers heat through the movement of _____ like air and water.,25
Digestion starts in the stomach with the mechanical breakdown of food.,25
"During descent, kinetic energy _____ as potential energy decreases.",25
Electrons have a _____ charge and are found in the electron cloud.,25
Elements in Group 18 are highly reactive due to their full valence shells.,25
Emitting light during a reaction is evidence of a chemical change.,25
Enzymes play a crucial role in chemical digestion by breaking down food into simpler molecules.,25
Erosion contributes to the rock cycle by _____ down rocks.,25
Feeling ice warm up when touched is an example of _____.,25
Formation of a _____ is evidence of a chemical change.,25
Genetic diversity from sexual reproduction always results in offspring with more favorable traits.,25
Geothermal energy is considered renewable because it comes from the Earth's internal heat.,25
Give an everyday example of temperature equilibrium.,25
How are net forces calculated?,25
How do metamorphic rocks become igneous rocks?,25
How does a subscript outside the parentheses in a chemical formula affect the atoms inside?,25
How does conduction transfer heat between objects?,25
How does oxygen support cellular respiration?,25
How does sexual reproduction affect the genetic makeup of offspring?,25
How does temperature equilibrium occur?,25
How does the atomic mass on an element box help scientists?,25
How does the process of weathering contribute to sedimentary rock formation?,25
"Hydrogen is not considered a metal, even though it is located on the left side of the periodic table staircase.",25
"If two values are known, the _____ can be calculated.",25
"In conduction, heat moves from a cooler object to a warmer object until thermal equilibrium is reached.",25
In which type of cells are chloroplasts found?,25
Increased white blood cell count can indicate an _____,25
Into what two categories are tectonic plates divided based on their size?,25
Kinetic energy on a roller coaster is highest at the _____.,25
Mechanical digestion in the stomach is facilitated by muscular _____.,25
Metamorphic rocks can become igneous rocks through _____ and cooling.,25
Meteorological data is the primary evidence for Pangea's existence.,25
Name a property that metalloids share with metals.,25
"Non-metals are located on the left side of the staircase, similar to metals.",25
Objects transfer heat to reach thermal _____,25
Radiation does not require a _____ to transfer heat.,25
Sedimentary rocks turn into igneous rocks after _____ and solidification.,25
Solar energy production is significantly affected by _____ conditions.,25
The Antarctic Plate is mainly covered by vast oceans.,25
The Pacific Plate is the largest of all the tectonic plates.,25
The _____ is a primary site for both mechanical and chemical digestion.,25
The _____ muscle is an example of a voluntary muscle.,25
"The epidermis is _____, meaning it does not contain blood vessels.",25
The formation of gas always indicates a physical change.,25
The number of neutrons in an atom is calculated by subtracting its atomic number from its mass number.,25
The production of _____ bubbles signifies a chemical reaction has occurred.,25
The stomach breaks down food into a semi-liquid form known as chyme.,25
The stomach's main role in digestion is to filter blood.,25
The total number of atoms in a molecule _____ as the coefficient increases.,25
The transformation from igneous or metamorphic to sedimentary rocks highlights the rock cycle's _____ nature.,25
"To calculate the distance an object travels, only the object's speed is needed.",25
"To start or stop motion, _____ forces are needed.",25
Unsustainable biomass usage can lead to _____ if not managed properly.,25
Using a blanket to stay warm is not an example of conduction.,25
Using consistent units of measurement is necessary for accurate speed calculations.,25
What are the nutrients absorbed by the digestive system used for?,25
What balance does the Excretory system regulate to maintain homeostasis?,25
What covers the majority of the Antarctic Plate?,25
What do white blood cells fight off?,25
What does a color change in a mixture often indicate?,25
What does gas bubble production indicate?,25
What does the rock cycle include?,25
What drives the movement of tectonic plates?,25
What environmental impact can geothermal energy production have?,25
What factor significantly affects solar energy production?,25
What happens to an object's motion when balanced forces act on it?,25
What is a major environmental disadvantage of using oil?,25
What is required for conduction to occur?,25
What is the outcome of combining genetic material from two parents in sexual reproduction?,25
What kind of charge does a neutron have?,25
What might the production of sound during a chemical reaction indicate?,25
What must be true about the mass of reactants and products in a balanced chemical equation?,25
What occurs in the alveoli?,25
What part of the lungs is responsible for gas exchange?,25
What predominantly covers the Antarctic Plate?,25
What role does erosion play in the rock cycle?,25
What roles does the large intestine play in digestion?,25
What starts the chemical digestion of carbohydrates?,25
What type of energy is at its maximum at the lowest point of a roller coaster?,25
What type of joint is found in the shoulder and allows rotational movement?,25
What type of muscles are skeletal muscles primarily classified as?,25
What type of muscles are skeletal muscles?,25
Where can convection commonly be observed?,25
Which feature is created by the subduction of an oceanic plate beneath a continental plate?,25
Which formula represents how to calculate speed?,25
Which process leads to the formation of metamorphic rocks?,25
Which type of joints do not allow the bones to move?,25
White blood cells are not part of the body's immune system.,25
Why can asexual reproduction lead to rapid population growth?,25
Why is it important to use consistent units when calculating average speed?,25
Why is the heart classified as an involuntary muscle?,25
"_____ joints, like the elbow, allow for bending and straightening movements.",25
Are offspring from asexual reproduction genetically diverse?,24
Asexual reproduction does not allow populations to _____ quickly to environmental changes.,24
Asexual reproduction does not allow populations to adapt quickly to environmental changes.,24
Asexual reproduction is efficient because it doesn't require a _____.,24
Boiling water results in a new chemical substance being formed.,24
Chemical changes can create new substances with different _____ .,24
Conduction is the thermal energy transfer that occurs through the movement of fluids.,24
Convection cannot be used to transfer heat in artificial heating and cooling systems.,24
Electromagnetic waves in radiation can travel through _____.,24
Electrons are the only subatomic particles with a negative charge that are located in the electron cloud.,24
Explain what geological event is directly caused by the movement at transform plate boundaries.,24
Food moves from the mouth to the stomach through the _____.,24
Higher frequency sound waves produce higher _____ .,24
How can genetic variation occur in asexually reproducing organisms?,24
How can you calculate the atomic number of an element if you know its number of neutrons and mass number?,24
How do valence electrons influence an atom's reactivity?,24
How does a coefficient affect the atoms in a molecule?,24
How does biomass energy impact air quality?,24
How does energy convert on a roller coaster?,24
How does sexual reproduction affect offspring survival in changing environments?,24
How does sexual reproduction benefit offspring in changing environments?,24
How does the efficiency of converting biomass to energy compare to other sources?,24
How is speed measured?,24
"Immovable joints, like the skull, allow for a wide range of movement.",24
"In a chemical formula, the subscript outside parentheses ____ only the atoms within the parentheses.",24
"In fluids, objects with higher density will _____ in comparison to those with lower density.",24
In what units is speed measured?,24
Involuntary muscles control essential functions like breathing and _____ automatically.,24
Involuntary muscles require conscious effort to operate.,24
Knowing both the total distance traveled and the total time taken is essential to calculate average speed.,24
Metalloids are exclusively found on the left side of the 'staircase' on the periodic table.,24
Metals are mostly found on the left side of the periodic table's staircase.,24
Metamorphic rocks form from the transformation of existing rocks under extreme _____ and pressure.,24
Muscles used for breathing can only be controlled voluntarily.,24
Name an example of a voluntary muscle.,24
"Nutrients absorbed by the digestive system are used for energy, _____, and cell repair.",24
Offspring produced through asexual reproduction have genetic diversity compared to the parent.,24
Oil is inefficient due to its high energy density.,24
"On a roller coaster, energy continuously converts between _____ and potential forms.",24
Reactivity decreases across a period from left to right due to the increasing number of valence electrons.,24
Sexual reproduction can increase the risk of transmitting genetic disorders.,24
Sexual reproduction does not require energy and resources for mating and offspring production.,24
Sexual reproduction requires _____ for finding a mate.,24
Sound production always indicates a physical change is happening.,24
Sunlight exposure leads to vitamin _____ production in the Integumentary System.,24
Tectonic plates move due to _____ currents in the mantle.,24
The Earth's rotation speed is affected by the movement of tectonic plates.,24
The Excretory system's primary function is to eliminate waste products from the body.,24
The Law of Conservation of Mass applies to _____ chemical reactions.,24
The Law of Conservation of Mass is applicable to every chemical reaction.,24
The Mid-Atlantic Ridge separates the Eurasian and North American plates.,24
The Scotia Plate is one of the major tectonic plates.,24
The _____ Plate is the largest tectonic plate.,24
The _____ drift theory was proposed to explain the movement of continents and Pangea.,24
"The _____ joint, found in the shoulder, allows for rotational movement.",24
The release or absorption of _____ during a reaction indicates a chemical change.,24
"The rock cycle includes the formation, _____, and reformation of rocks.",24
The skeletal system is primarily responsible for the production of hormones.,24
The stomach breaks down food into a semi-liquid form called _____.,24
The stomach breaks down food using _____ and enzymes.,24
The term 'shell' in atomic structure signifies a fixed path that electrons follow around the nucleus.,24
The trachea exchanges gases in the blood.,24
The yield sign in a chemical equation is used to separate reactants from products.,24
"To find an atom's mass number, add its _____ and neutrons together.",24
What affects the consistency of wind energy production?,24
What are the two primary processes of breathing?,24
What defines a physical change?,24
What determines an atom's bonding ability?,24
What does a change in color of a substance usually indicate?,24
What does the transformation from igneous or metamorphic to sedimentary rocks illustrate about the rock cycle?,24
What does the yield sign in a chemical equation signify?,24
What environmental concern is associated with biomass energy production?,24
What is a primary function of the skeletal system?,24
What is plasma?,24
What is the Antarctic Plate predominantly covered by?,24
What is the entry point for food in the digestive system?,24
What is the function of motor neurons?,24
What is the main function of the small intestine in digestion?,24
What is the relationship between kinetic and potential energy as a roller coaster descends?,24
What is the role of erosion in the formation of sedimentary rocks?,24
What is the role of the bladder in the Excretory system?,24
What makes up chemical compounds?,24
"What process occurs at convergent continental to continental plate boundaries, contributing to the formation of mountain ranges?",24
What risk is associated with sexual reproduction?,24
What role does the Urinary System play regarding electrolytes?,24
What type of joint allows for rotation around a single axis in the neck?,24
Where are most nutrients absorbed during digestion?,24
Where is kinetic energy highest on a roller coaster?,24
Which of the following describes a key advantage of solar energy?,24
Which organ is the entry point for food in the digestive system?,24
Which sensory change is an evidence of a chemical reaction?,24
Which theory explains the movement of continents and Pangea?,24
White blood cells cannot recognize and target specific pathogens.,24
Whose genetic material do offspring inherit in sexual reproduction?,24
Why are group 18 elements unreactive?,24
Why is oxygen important for cellular respiration?,24
Why is radiation unique in its method of heat transfer?,24
Wind farms enhance the visual and auditory environment of their surroundings.,24
You can calculate the number of neutrons by subtracting the atomic number from the mass number.,24
_____ evidence supports the existence of Pangea.,24
Aluminum and polonium are considered metalloids because they are near the 'staircase' on the periodic table.,23
Asexual reproduction requires a mate for organisms to reproduce.,23
Biomass energy production can contribute to _____ pollution.,23
Bones move at a joint without any muscle contraction.,23
Calculate total atoms by multiplying the atom's subscript by the molecule's _____.,23
Conduction can occur without objects being in motion.,23
Distance calculation requires the object's _____ and the time of travel.,23
Electrons are primarily located in the nucleus of an atom.,23
Elements in the third period have three electron shells.,23
Explain how breathing muscles are classified.,23
Genetic diversity in sexual reproduction can lead to offspring with _____ favorable traits.,23
Geothermal energy can be accessed in any location without geographical limitations.,23
Hair follicles are located in the epidermis layer of the skin.,23
"Hinge joints, like the elbow, allow for bending and straightening movements.",23
How are voluntary muscles different from involuntary muscles?,23
How can distance be calculated when speed and time are known?,23
How can time be calculated in terms of distance and speed?,23
How do coefficients affect the calculation of atom counts in a chemical formula?,23
How does energy change on a roller coaster?,23
How does the mass of an electron compare to that of protons and neutrons?,23
How does the speed of wave energy change?,23
How is movement at transform boundaries characterized?,23
How many parents does sexual reproduction involve?,23
How many valence electrons do elements in group 1 have?,23
Identify the body parts through which solid waste is expelled.,23
"In the Excretory system, the _____ are responsible for filtering blood.",23
Kinetic energy is at its peak at the highest point of a roller coaster.,23
Kinetic energy is highest at the _____ point of a roller coaster.,23
Metamorphic rocks are formed from igneous or sedimentary rocks through heat and pressure.,23
Most nutrient absorption happens in the _____.,23
Sexual reproduction can occur with just one parent.,23
Sexual reproduction leads to _____ diversity among offspring.,23
Sexual reproduction results in offspring that are genetically identical to their parents.,23
Skeletal muscles are primarily _____ muscles.,23
Solar energy cannot be stored for later use.,23
Speed can be measured in meters per second (m/s) or _____ per hour (km/h).,23
Speed is only measured in meters per second.,23
Tectonic plates move because of convection currents in the Earth's mantle.,23
The Big Bang theory explains the movement of continents and the concept of Pangea.,23
The Excretory system maintains homeostasis by regulating water and salt balance.,23
The _____ Plate is one of the major tectonic plates.,23
The color of light is determined by its _____ and frequency.,23
The direction of net force has no impact on the direction of an object's movement.,23
The epidermis is the outer layer of the skin.,23
The formation of a _____ indicates a chemical change has occurred in a solution.,23
The large intestine absorbs _____ and forms solid waste.,23
The large intestine is responsible for water absorption and transforming undigested food into solid waste.,23
The number of neutrons is found by subtracting the atomic number from the _____.,23
"The periodic table's 'staircase' marks the transition between metals, _____, and non-metals, excluding aluminum and polonium.",23
The primary function of the digestive system is to store undigested food as body fat.,23
The small intestine uses acids and enzymes to initially break down food.,23
The speed of wave energy is the same in all mediums.,23
The stomach produces chyme by using acids and enzymes to break down food.,23
"The units of speed, distance, and time must match for accurate distance calculations.",23
Through which parts of the body are waste products expelled?,23
Unbalanced forces can cause a stationary object to _____.,23
Ureters transport urine from the kidneys to the bladder.,23
Using biomass can _____ dependency on fossil fuels.,23
Waste products are expelled from the body through the rectum and anus.,23
What are reactants in a chemical equation?,23
What are the two types of tectonic plates?,23
What does asexual reproduction limit?,23
What does it mean for a metal to be lustrous?,23
What does net force represent?,23
What does sexual reproduction require that asexual does not?,23
What does the large intestine absorb from undigested food?,23
What does the stomach use to chemically break down food?,23
What happens to heat in conduction over time?,23
What indicates an element's mass on its element box?,23
What is a common indicator of a chemical change?,23
What is a distinguishing feature of igneous rocks?,23
What is a maintenance advantage of solar energy systems?,23
What is a primary advantage of sexual reproduction?,23
What is an advantage of asexual reproduction?,23
What is illustrated by the rock cycle?,23
What is necessary to change an object from a state of rest or to stop its motion?,23
What is required for oil extraction and refining?,23
What is the Antarctic Plate mostly covered by?,23
What is the Earth's lithosphere divided into?,23
What is the primary function of the digestive system?,23
What kind of energy is minimal at the highest point of a roller coaster?,23
What kind of genetic variation do offspring from asexual reproduction exhibit?,23
What leads to earthquakes at transform plate boundaries?,23
What might the formation of gas in a mixture indicate?,23
What process contributes to the formation of mountain ranges at convergent continental to continental plate boundaries?,23
What type of genetic variability do offspring from sexual reproduction exhibit?,23
What type of landform is formed at convergent continental to oceanic plate boundaries?,23
Where does mechanical digestion start?,23
Where does the majority of nutrient absorption occur?,23
Which is the largest tectonic plate?,23
Which minerals are stored in the bones that are essential for body functions?,23
Which of the following materials typically has the highest luster?,23
Which type of muscles grows stronger with exercise?,23
Why do metals tend to have a higher luster compared to non-metals?,23
Why does rubber slow down the rate of heat transfer?,23
Why is it important to balance chemical equations?,23
_____ is a phase in the transformation of metamorphic rocks into sedimentary rocks.,23
Amplitude affects the _____ of sound.,22
An electron has a greater mass than a proton.,22
An object with lower density than water will sink.,22
"At convergent continental to oceanic plate boundaries, _____ zones are present.",22
At which boundaries do subduction zones occur?,22
"Balancing chemical equations ensures the _____ of reactants and products are equal, demonstrating the Law of Conservation of Mass.",22
Biomass energy production does not contribute to air pollution.,22
Calculate net force by _____ opposite forces and adding similar direction forces.,22
Carbon dioxide is made solely of carbon.,22
Conduction continues until thermal _____ is achieved.,22
Conduction transfers heat through direct _____ from one object to another.,22
Convection is how the sun's energy warms the Earth.,22
"During a roller coaster's descent, kinetic energy increases as potential energy decreases.",22
Each offspring receives _____ of its genetic material from each parent.,22
Explain how coefficients impact atom counts in chemical formulas.,22
Explain the term 'shell' in the context of atomic structure.,22
"Finding a mate for sexual reproduction is always easy, regardless of the environment.",22
Give an everyday example of conduction.,22
Heat transfer between objects stops once they reach the same temperature.,22
How do involuntary muscles work?,22
How genetically similar are offspring from asexual reproduction to their parent?,22
How many parents contribute genetic material in sexual reproduction?,22
"In a neutral atom, the number of electrons is always less than the number of protons.",22
"In atomic structure, 'shell' refers to layers of _____ that surround the nucleus at different distances.",22
"In conduction, heat moves from a _____ substance to a cooler one.",22
Involuntary muscles work _____ conscious control.,22
Is converting biomass to energy efficient?,22
Is energy conserved during a roller coaster ride?,22
Is energy conserved on a roller coaster ride?,22
Large mountain ranges are commonly formed at convergent oceanic to oceanic plate boundaries.,22
Mountain ranges are formed at convergent continental to continental plate boundaries.,22
"Movable joints, like those in the wrist, do not allow the bones to move.",22
Pangea's existence and breakup have influenced global _____ patterns.,22
Sexual reproduction requires _____ parents to produce offspring.,22
Sexual reproduction's genetic variability can lead to evolutionary disadvantages.,22
Solar energy can be stored for use during _____ periods.,22
"Solar energy is considered _____ because it comes from the Sun, which has a long-term supply.",22
Sound energy can travel through vacuum.,22
The _____ Plate and Eurasian Plate are examples of major tectonic plates.,22
The breakup of Pangea contributed to the formation of today's continents.,22
"The density of water, used as a benchmark for comparison, is _____ g/cm�.",22
The epidermis contains many blood vessels.,22
The formation of a gas can be evidence of a chemical change.,22
The formula for calculating distance indicates that distance increases exponentially with speed and time.,22
The integumentary system's primary role is to aid in digestion.,22
The majority of nutrient absorption occurs in the small intestine.,22
"The pancreas aids in digestion by producing enzymes that break down carbohydrates, fats, and proteins.",22
The potential energy of a roller coaster is highest at the bottom of the track.,22
The release of _____ bubbles is evidence of a chemical change.,22
The stomach is where digestion begins with the mechanical breakdown of food.,22
The stomach turns food into a semi-liquid form called _____.,22
The theory of _____ tectonics explains the movement that led to Pangea's breakup.,22
Through which organ does food travel from the mouth to reach the stomach?,22
Transform boundaries are characterized by ______ movement rather than vertical.,22
Waste is expelled through the _____ and anus.,22
What does keratin strengthen in the Integumentary System?,22
What does the Integumentary System store?,22
What does the rock cycle reveal about metamorphic rocks?,22
What impact do oil spills have on ecosystems?,22
What is required for heat transfer in conduction?,22
What is the goal of heat transfer between objects?,22
What is the role of the last shell of an atom?,22
What landform is not typically formed at convergent oceanic to oceanic boundaries?,22
What law does a balanced chemical equation demonstrate?,22
What moves food to the stomach?,22
What protective role does the integumentary system play?,22
What starts the digestion process in the mouth?,22
Where in the lungs does the exchange of gases primarily occur?,22
Where is speed at its lowest on a roller coaster?,22
Which advantage does asexual reproduction offer?,22
Which element is not considered a metal despite its position?,22
Which muscles can we control consciously?,22
Which of the following is one of the major tectonic plates?,22
Which statement best describes solar energy systems after installation?,22
Which type of evidence supports the existence of Pangea?,22
Which type of landform is commonly formed at convergent continental to oceanic plate boundaries?,22
Why are aluminum and polonium exceptions to the metalloid classification on the periodic table?,22
Why do elements in Group 18 exhibit very low reactivity?,22
Why is asexual reproduction disadvantageous in changing environments?,22
Why is oil considered efficient?,22
Why is sexual reproduction considered advantageous?,22
Why is solar energy considered renewable?,22
"_____ joints allow for rotation around a single axis, as seen in the neck.",22
_____ reproduction requires more time and energy than asexual reproduction.,22
Asexual reproduction can result in rapid population growth.,21
Asexual reproduction does not involve the fusion of _____.,21
Asexual reproduction is advantageous in stable environments where the parent's traits are beneficial.,21
"At convergent oceanic to oceanic plate boundaries, one plate is forced under the other, forming _____ island arcs.",21
Atoms can join together to form molecules.,21
Balanced forces on an object always result in a net force of zero.,21
Breathing involves _____ and exhalation.,21
Can solar energy be used at night?,21
Erosion plays a role in the rock cycle by breaking down rocks.,21
For what purposes are nutrients absorbed by the digestive system used?,21
Friction at transform plate boundaries can lead to the release of energy as ______.,21
Gas bubbles forming in a liquid mixture is an indication of a chemical change.,21
How do muscles work to move bones?,21
How does sound energy travel?,21
How does the stomach contribute to digestion?,21
"In asexual reproduction, offspring are genetically _____ to the single parent.",21
"In sexual reproduction, offspring receive genetic material from how many parents?",21
Light energy can travel without a _____ .,21
Magma is formed directly from the Earth's core.,21
Materials like metal conduct heat faster than materials like _____ due to their physical properties.,21
Materials used in electrical wiring must have high _____ to effectively transmit electricity.,21
Mechanical digestion begins in the _____.,21
Mechanical digestion starts in the mouth.,21
"Nerve endings in the skin help detect touch, _____, and pain.",21
Offspring from sexual reproduction inherit genetic material from both parents.,21
Oil spills can have devastating effects on _____ ecosystems.,21
Potential energy is lowest at the top of a roller coaster.,21
Sexual reproduction increases survival chances through _____ diversity.,21
Sexual reproduction involves two parents.,21
Speed is highest at the top of a roller coaster.,21
Speed is measured in units of _____ per time.,21
The Law of Conservation of Mass implies mass can be created during a chemical reaction.,21
The atomic mass on an element box indicates the number of protons in an element.,21
The atomic mass on an element box is used to determine the element's mass.,21
The breakup of Pangea can be explained by the theory of plate tectonics.,21
The extraction and refining of oil require significant _____ and resources.,21
The large intestine is primarily responsible for nutrient absorption.,21
The large intestine's primary function includes water absorption and waste compaction.,21
The staircase on the periodic table helps differentiate _____ from non-metals.,21
The subduction at convergent continental to oceanic boundaries often results in the formation of deep _____ trenches.,21
"To find the net force acting on an object, you only need to consider the magnitude of the forces, not their directions.",21
Unbalanced forces cause a _____ in motion.,21
Using biomass significantly reduces dependency on fossil fuels.,21
Volcanic islands form at convergent continental to continental plate boundaries.,21
"Voluntary muscles are controlled _____, while involuntary muscles work automatically.",21
"What can be calculated if two values among speed, time, and distance are known?",21
What do higher frequency sound waves produce?,21
What does a change in energy during a reaction indicate?,21
What does luster describe about a material?,21
What does the Law of Conservation of Mass state about mass in a chemical reaction?,21
What does the mass number of an atom represent?,21
What elements are found in sodium chloride?,21
What happens to higher density objects in lower density fluids?,21
What is a risk associated with sexual reproduction?,21
What is an ecological advantage of asexual reproduction?,21
What is evidence of a chemical change?,21
What is one way the Integumentary System helps in excreting wastes?,21
What is the goal of conduction in terms of temperature?,21
What is the role of enzymes in digestion?,21
